SAMPLE DATE,COMMODITY,LAB NUMBER,STATE/COUNTRY OF ORIGIN,GROWER CITY,ORGANIC COMMODITY,ILLEGAL CASE NUMBER,BRANDNAME,COLLECTION SITE NAME,COLLECTION SITE CITY,COLLECTION SITE TYPE,ANALYSIS TYPE,PESTICIDE SCREEN,CHEMICAL DETECTED (IF ANY),AMOUNT OF CHEMICAL DETECTED (PPM),U.S. EPA TOLERANCE LEVEL (PPM),MINIMUM DETECTION LIMIT (PPM)
21-Apr-14,"POTATO (WHITE, IRISH, RED, RUSSET)",R14M00763,California,Shafter,Yes,,Top Brass Organic Yukon Gold Potatoes,Raley's Distribution Center,Sacramento,Chain Distribution,Basic Screening,LCMSMS,,0,,
21-Apr-14,"POTATO (WHITE, IRISH, RED, RUSSET)",R14M00763,California,Shafter,Yes,,Top Brass Organic Yukon Gold Potatoes,Raley's Distribution Center,Sacramento,Chain Distribution,Basic Screening,GCMSMS,CHLORPROPHAM,0.063,30,0.01
21-Apr-14,TOMATO,R14M00764,California,Camarillo,No,,Greenhouse Grown tomatoes on the vine,Raley's Distribution Center,Sacramento,Chain Distribution,Basic Screening,GCMSMS,DICOFOL,0.2,2,0.01
21-Apr-14,TOMATO,R14M00764,California,Camarillo,No,,Greenhouse Grown tomatoes on the vine,Raley's Distribution Center,Sacramento,Chain Distribution,Basic Screening,LCMSMS,,0,,
22-Apr-14,"BEANS (GREEN, STRING)",2140576,Dominican Republic,"La Canela, Rep. Dom.",No,,Vegetables,Daaks International,Los Angeles,Wholesale,Basic Screening,LCMSMS,,0,,
22-Apr-14,"BEANS (GREEN, STRING)",2140576,Dominican Republic,"La Canela, Rep. Dom.",No,,Vegetables,Daaks International,Los Angeles,Wholesale,Basic Screening,Chlorinated Hydrocarbons,,0,,
22-Apr-14,"BEANS (GREEN, STRING)",2140576,Dominican Republic,"La Canela, Rep. Dom.",No,,Vegetables,Daaks International,Los Angeles,Wholesale,Basic Screening,Organophosphates,,0,,
22-Apr-14,"CILANTRO (CHINESE PARSLEY, CORIANDER LEAVES)",2140577,California,,No,T-107-S14,Tierra Bella,Daaks International,Los Angeles,Wholesale,Basic Screening,LCMSMS,CYROMAZINE,0.033,NTE,0.01
22-Apr-14,"CILANTRO (CHINESE PARSLEY, CORIANDER LEAVES)",2140577,California,,No,T-107-S14,Tierra Bella,Daaks International,Los Angeles,Wholesale,Basic Screening,Organophosphates,,0,,
22-Apr-14,"CILANTRO (CHINESE PARSLEY, CORIANDER LEAVES)",2140577,California,,No,T-107-S14,Tierra Bella,Daaks International,Los Angeles,Wholesale,Basic Screening,Chlorinated Hydrocarbons,DDE,0.04,NTE,0.02
22-Apr-14,OKRA (GUMBO),2140578,California,,No,,Imperial Okra,Daaks International,Los Angeles,Wholesale,Basic Screening,Organophosphates,,0,,
22-Apr-14,OKRA (GUMBO),2140578,California,,No,,Imperial Okra,Daaks International,Los Angeles,Wholesale,Basic Screening,Chlorinated Hydrocarbons,,0,,
22-Apr-14,OKRA (GUMBO),2140578,California,,No,,Imperial Okra,Daaks International,Los Angeles,Wholesale,Basic Screening,LCMSMS,,0,,
22-Apr-14,"CHINESE CABBAGE (NAPPA, WON BOK, CELERY CABBAGE)",2140579,California,,No,,Oceano,"RC & LV Food Supply, Inc.",Los Angeles,Wholesale,Basic Screening,Organophosphates,,0,,
22-Apr-14,"CHINESE CABBAGE (NAPPA, WON BOK, CELERY CABBAGE)",2140579,California,,No,,Oceano,"RC & LV Food Supply, Inc.",Los Angeles,Wholesale,Basic Screening,Chlorinated Hydrocarbons,,0,,
22-Apr-14,"CHINESE CABBAGE (NAPPA, WON BOK, CELERY CABBAGE)",2140579,California,,No,,Oceano,"RC & LV Food Supply, Inc.",Los Angeles,Wholesale,Basic Screening,LCMSMS,,0,,
22-Apr-14,MUSHROOMS,2140580,China - mainland,,No,,King Oyster Mushroom,"RC & LV Food Supply, Inc.",Los Angeles,Wholesale,Basic Screening,Chlorinated Hydrocarbons,,0,,
22-Apr-14,MUSHROOMS,2140580,China - mainland,,No,,King Oyster Mushroom,"RC & LV Food Supply, Inc.",Los Angeles,Wholesale,Basic Screening,LCMSMS,,0,,
22-Apr-14,MUSHROOMS,2140580,China - mainland,,No,,King Oyster Mushroom,"RC & LV Food Supply, Inc.",Los Angeles,Wholesale,Basic Screening,Organophosphates,,0,,
22-Apr-14,GINGER ROOT,2140581,China - mainland,,No,,Fresh Ginger,"RC & LV Food Supply, Inc.",Los Angeles,Wholesale,Basic Screening,LCMSMS,,0,,
22-Apr-14,GINGER ROOT,2140581,China - mainland,,No,,Fresh Ginger,"RC & LV Food Supply, Inc.",Los Angeles,Wholesale,Basic Screening,Chlorinated Hydrocarbons,,0,,
22-Apr-14,GINGER ROOT,2140581,China - mainland,,No,,Fresh Ginger,"RC & LV Food Supply, Inc.",Los Angeles,Wholesale,Basic Screening,Organophosphates,,0,,
22-Apr-14,BAMBOO SHOOTS,2140582,China - mainland,,No,,Fresh Bamboo Shoots,"RC & LV Food Supply, Inc.",Los Angeles,Wholesale,Basic Screening,LCMSMS,,0,,
22-Apr-14,BAMBOO SHOOTS,2140582,China - mainland,,No,,Fresh Bamboo Shoots,"RC & LV Food Supply, Inc.",Los Angeles,Wholesale,Basic Screening,Chlorinated Hydrocarbons,,0,,
22-Apr-14,BAMBOO SHOOTS,2140582,China - mainland,,No,,Fresh Bamboo Shoots,"RC & LV Food Supply, Inc.",Los Angeles,Wholesale,Basic Screening,Organophosphates,,0,,
22-Apr-14,"POTATO (WHITE, IRISH, RED, RUSSET)",2140583,United States,,No,,Basin Gold,Westlake Produce Company,Irwindale,Other,Basic Screening,Organophosphates,,0,,
22-Apr-14,"POTATO (WHITE, IRISH, RED, RUSSET)",2140583,United States,,No,,Basin Gold,Westlake Produce Company,Irwindale,Other,Basic Screening,LCMSMS,,0,,
22-Apr-14,"POTATO (WHITE, IRISH, RED, RUSSET)",2140583,United States,,No,,Basin Gold,Westlake Produce Company,Irwindale,Other,Basic Screening,Chlorinated Hydrocarbons,CHLORPROPHAM,4.6,30,0.02
22-Apr-14,ORANGE (ALL OR UNSPEC),2140584,Texas,,No,,Texas Sweetie,Westlake Produce Company,Irwindale,Other,Basic Screening,Chlorinated Hydrocarbons,,0,,
22-Apr-14,ORANGE (ALL OR UNSPEC),2140584,Texas,,No,,Texas Sweetie,Westlake Produce Company,Irwindale,Other,Basic Screening,LCMSMS,PYRACLOSTROBIN,0.015,2,0.01
22-Apr-14,ORANGE (ALL OR UNSPEC),2140584,Texas,,No,,Texas Sweetie,Westlake Produce Company,Irwindale,Other,Basic Screening,LCMSMS,THIABENDAZOLE,2.7,10,0.01
22-Apr-14,ORANGE (ALL OR UNSPEC),2140584,Texas,,No,,Texas Sweetie,Westlake Produce Company,Irwindale,Other,Basic Screening,Organophosphates,,0,,
22-Apr-14,ORANGE (ALL OR UNSPEC),2140584,Texas,,No,,Texas Sweetie,Westlake Produce Company,Irwindale,Other,Basic Screening,LCMSMS,IMAZALIL,1.4,10,0.01
22-Apr-14,"TANGERINE (MANDARIN, SATSUMA, MURCOTT, ETC.)",2140585,United States,,No,,River Pride,Westlake Produce Company,Irwindale,Other,Basic Screening,Organophosphates,,0,,
22-Apr-14,"TANGERINE (MANDARIN, SATSUMA, MURCOTT, ETC.)",2140585,United States,,No,,River Pride,Westlake Produce Company,Irwindale,Other,Basic Screening,Chlorinated Hydrocarbons,,0,,
22-Apr-14,"TANGERINE (MANDARIN, SATSUMA, MURCOTT, ETC.)",2140585,United States,,No,,River Pride,Westlake Produce Company,Irwindale,Other,Basic Screening,LCMSMS,THIABENDAZOLE,2.7,10,0.01
22-Apr-14,"TANGERINE (MANDARIN, SATSUMA, MURCOTT, ETC.)",2140585,United States,,No,,River Pride,Westlake Produce Company,Irwindale,Other,Basic Screening,LCMSMS,IMAZALIL,3.6,10,0.01
22-Apr-14,GRAPEFRUIT,2140586,United States,,No,,Tropic Moon,Westlake Produce Company,Irwindale,Other,Basic Screening,Organophosphates,,0,,
22-Apr-14,GRAPEFRUIT,2140586,United States,,No,,Tropic Moon,Westlake Produce Company,Irwindale,Other,Basic Screening,Chlorinated Hydrocarbons,,0,,
22-Apr-14,GRAPEFRUIT,2140586,United States,,No,,Tropic Moon,Westlake Produce Company,Irwindale,Other,Basic Screening,LCMSMS,THIABENDAZOLE,0.9,10,0.01
22-Apr-14,GRAPEFRUIT,2140586,United States,,No,,Tropic Moon,Westlake Produce Company,Irwindale,Other,Basic Screening,LCMSMS,AZOXYSTROBIN,0.016,15,0.01
22-Apr-14,GRAPEFRUIT,2140586,United States,,No,,Tropic Moon,Westlake Produce Company,Irwindale,Other,Basic Screening,LCMSMS,IMAZALIL,0.56,10,0.01
22-Apr-14,PEAR,2140587,China - mainland,"Hebei, China",No,,Yuan Chao,San Gabriel Superstore,San Gabriel,Retail,Basic Screening,Organophosphates,,0,,
22-Apr-14,PEAR,2140587,China - mainland,"Hebei, China",No,,Yuan Chao,San Gabriel Superstore,San Gabriel,Retail,Basic Screening,LCMSMS,,0,,
22-Apr-14,PEAR,2140587,China - mainland,"Hebei, China",No,,Yuan Chao,San Gabriel Superstore,San Gabriel,Retail,Basic Screening,Chlorinated Hydrocarbons,,0,,
22-Apr-14,MUSHROOMS,2140588,China - mainland,,No,,King Oyster Mushroom,San Gabriel Superstore,San Gabriel,Retail,Basic Screening,Organophosphates,,0,,
22-Apr-14,MUSHROOMS,2140588,China - mainland,,No,,King Oyster Mushroom,San Gabriel Superstore,San Gabriel,Retail,Basic Screening,Chlorinated Hydrocarbons,,0,,
22-Apr-14,MUSHROOMS,2140588,China - mainland,,No,,King Oyster Mushroom,San Gabriel Superstore,San Gabriel,Retail,Basic Screening,LCMSMS,,0,,
22-Apr-14,ARROWROOT,2140589,China - mainland,,No,T-108-S14,Arrow Root (Green Ink),San Gabriel Superstore,San Gabriel,Retail,Basic Screening,Organophosphates,,0,,
22-Apr-14,ARROWROOT,2140589,China - mainland,,No,T-108-S14,Arrow Root (Green Ink),San Gabriel Superstore,San Gabriel,Retail,Basic Screening,Chlorinated Hydrocarbons,,0,,
22-Apr-14,ARROWROOT,2140589,China - mainland,,No,T-108-S14,Arrow Root (Green Ink),San Gabriel Superstore,San Gabriel,Retail,Basic Screening,LCMSMS,CARBENDAZIM,0.14,NTE,0.01
22-Apr-14,ARROWROOT,2140589,China - mainland,,No,T-108-S14,Arrow Root (Green Ink),San Gabriel Superstore,San Gabriel,Retail,Basic Screening,LCMSMS,PROCHLORAZ,0.13,NTE,0.02
22-Apr-14,TOMATILLO,R14M00795,Mexico,,No,,Marquez Produce Fresh Tomatillo,Monterey Produce,"Monterey, CA",Retail,Basic Screening,GCMSMS,,0,,
22-Apr-14,TOMATILLO,R14M00795,Mexico,,No,,Marquez Produce Fresh Tomatillo,Monterey Produce,"Monterey, CA",Retail,Basic Screening,LCMSMS,MYCLOBUTANIL,0.023,4,0.02
22-Apr-14,KALE,R14M00796,United States,,No,,Sabor Farms,Monterey Produce,"Monterey, CA",Retail,Basic Screening,LCMSMS,PYRACLOSTROBIN,0.08,16,0.01
22-Apr-14,KALE,R14M00796,United States,,No,,Sabor Farms,Monterey Produce,"Monterey, CA",Retail,Basic Screening,GCMSMS,CHLORTHAL-DIMETHYL,0.19,5,0.01
22-Apr-14,KALE,R14M00796,United States,,No,,Sabor Farms,Monterey Produce,"Monterey, CA",Retail,Basic Screening,GCMSMS,DDE,0.014,0.5,0.01
22-Apr-14,SPINACH,R14M00797,United States,,No,,Arroyo Grande,Monterey Produce,"Monterey, CA",Retail,Basic Screening,LCMSMS,FLUOPICOLIDE,0.17,25,0.01
22-Apr-14,SPINACH,R14M00797,United States,,No,,Arroyo Grande,Monterey Produce,"Monterey, CA",Retail,Basic Screening,GCMSMS,PERMETHRIN,0.51,20,0.01
22-Apr-14,SPINACH,R14M00797,United States,,No,,Arroyo Grande,Monterey Produce,"Monterey, CA",Retail,Basic Screening,LCMSMS,MANDIPROPAMID,0.88,20,0.01
22-Apr-14,SPINACH,R14M00797,United States,,No,,Arroyo Grande,Monterey Produce,"Monterey, CA",Retail,Basic Screening,LCMSMS,FENAMIDONE,0.28,60,0.02
22-Apr-14,SPINACH,R14M00797,United States,,No,,Arroyo Grande,Monterey Produce,"Monterey, CA",Retail,Basic Screening,LCMSMS,DIMETHOMORPH,0.58,30,0.01
22-Apr-14,SPINACH,R14M00797,United States,,No,,Arroyo Grande,Monterey Produce,"Monterey, CA",Retail,Basic Screening,LCMSMS,AMETOCTRADIN,5.9,50,0.01
22-Apr-14,SWISS CHARD (SPINACH BEET),R14M00798,United States,,No,,Ratto Bros,Monterey Produce,"Monterey, CA",Retail,Basic Screening,LCMSMS,AZOXYSTROBIN,0.071,30,0.01
22-Apr-14,SWISS CHARD (SPINACH BEET),R14M00798,United States,,No,,Ratto Bros,Monterey Produce,"Monterey, CA",Retail,Basic Screening,GCMSMS,,0,,
22-Apr-14,SPINACH,R14M00799,United States,,No,,Gold Coast Packing,Monterey Produce,"Monterey, CA",Retail,Basic Screening,LCMSMS,BOSCALID,0.018,60,0.01
22-Apr-14,SPINACH,R14M00799,United States,,No,,Gold Coast Packing,Monterey Produce,"Monterey, CA",Retail,Basic Screening,LCMSMS,AMETOCTRADIN,1.4,50,0.01
22-Apr-14,SPINACH,R14M00799,United States,,No,,Gold Coast Packing,Monterey Produce,"Monterey, CA",Retail,Basic Screening,LCMSMS,MANDIPROPAMID,0.038,20,0.01
22-Apr-14,SPINACH,R14M00799,United States,,No,,Gold Coast Packing,Monterey Produce,"Monterey, CA",Retail,Basic Screening,GCMSMS,CYFLUTHRIN,0.026,6,0.01
22-Apr-14,SPINACH,R14M00799,United States,,No,,Gold Coast Packing,Monterey Produce,"Monterey, CA",Retail,Basic Screening,GCMSMS,PERMETHRIN,0.51,20,0.01
22-Apr-14,"LETTUCE, ROMAINE OR COS",R14M00800,United States,,No,,Pacific International Marketing,Monterey Produce,"Monterey, CA",Retail,Basic Screening,LCMSMS,,0,,
22-Apr-14,"LETTUCE, ROMAINE OR COS",R14M00800,United States,,No,,Pacific International Marketing,Monterey Produce,"Monterey, CA",Retail,Basic Screening,GCMSMS,,0,,
22-Apr-14,WATERMELONS,R14M00784,Mexico,,No,,Dulcinea Pure Heart,Food 4 Less,"San Luis Obispo, CA",Retail,Basic Screening,LCMSMS,CARBENDAZIM,0.047,1,0.01
22-Apr-14,WATERMELONS,R14M00784,Mexico,,No,,Dulcinea Pure Heart,Food 4 Less,"San Luis Obispo, CA",Retail,Basic Screening,GCMSMS,,0,,
22-Apr-14,CANTALOUPE,R14M00785,Guatemala,"Usumatlan, Zacapa",No,,Classic Fruit Company,Food 4 Less,"San Luis Obispo, CA",Retail,Basic Screening,LCMSMS,BUPROFEZIN,0.013,0.5,0.01
22-Apr-14,CANTALOUPE,R14M00785,Guatemala,"Usumatlan, Zacapa",No,,Classic Fruit Company,Food 4 Less,"San Luis Obispo, CA",Retail,Basic Screening,GCMSMS,FENPROPATHRIN,0.024,0.5,0.01
22-Apr-14,PAPAYA,R14M00786,Mexico,,No,,Rodrifrut Fresh Maradol Papaya,Food 4 Less,"San Luis Obispo, CA",Retail,Basic Screening,LCMSMS,BOSCALID,0.07,1.5,0.01
22-Apr-14,PAPAYA,R14M00786,Mexico,,No,,Rodrifrut Fresh Maradol Papaya,Food 4 Less,"San Luis Obispo, CA",Retail,Basic Screening,LCMSMS,AZOXYSTROBIN,0.066,2,0.01
22-Apr-14,PAPAYA,R14M00786,Mexico,,No,,Rodrifrut Fresh Maradol Papaya,Food 4 Less,"San Luis Obispo, CA",Retail,Basic Screening,LCMSMS,PYRACLOSTROBIN,0.013,0.6,0.01
22-Apr-14,PAPAYA,R14M00786,Mexico,,No,,Rodrifrut Fresh Maradol Papaya,Food 4 Less,"San Luis Obispo, CA",Retail,Basic Screening,GCMSMS,,0,,
22-Apr-14,"TANGERINE (MANDARIN, SATSUMA, MURCOTT, ETC.)",R14M00787,California,,No,,Paramount Citrus,Food 4 Less,"San Luis Obispo, CA",Retail,Basic Screening,LCMSMS,THIABENDAZOLE,1.1,10,0.01
22-Apr-14,"TANGERINE (MANDARIN, SATSUMA, MURCOTT, ETC.)",R14M00787,California,,No,,Paramount Citrus,Food 4 Less,"San Luis Obispo, CA",Retail,Basic Screening,LCMSMS,IMAZALIL,2.2,10,0.01
22-Apr-14,"TANGERINE (MANDARIN, SATSUMA, MURCOTT, ETC.)",R14M00787,California,,No,,Paramount Citrus,Food 4 Less,"San Luis Obispo, CA",Retail,Basic Screening,GCMSMS,,0,,
22-Apr-14,AVOCADO (ALL OR UNSPEC),R14M00788,California,"Temecula, CA",No,,Rainbow California Premium Avocados,Food 4 Less,"San Luis Obispo, CA",Retail,Basic Screening,GCMSMS,,0,,
22-Apr-14,AVOCADO (ALL OR UNSPEC),R14M00788,California,"Temecula, CA",No,,Rainbow California Premium Avocados,Food 4 Less,"San Luis Obispo, CA",Retail,Basic Screening,LCMSMS,,0,,
22-Apr-14,"SQUASH (WINTER) (HUBBARD SQUASH, CALABAZA, ETC.)",R14M00789,Mexico,"Hermosillo, Son",No,,Fiesta Farms,Food 4  Less,"San Luis Obispo, CA",Retail,Basic Screening,GCMSMS,,0,,
22-Apr-14,"SQUASH (WINTER) (HUBBARD SQUASH, CALABAZA, ETC.)",R14M00789,Mexico,"Hermosillo, Son",No,,Fiesta Farms,Food 4  Less,"San Luis Obispo, CA",Retail,Basic Screening,LCMSMS,THIAMETHOXAM,0.018,0.2,0.01
22-Apr-14,"POTATO (WHITE, IRISH, RED, RUSSET)",R14M00783,Washington,,No,,Easterday Farms Potatoes,Winco,"Visalia, CA",Retail,Basic Screening,GCMSMS,CHLORPROPHAM,6.7,30,0.01
22-Apr-14,"POTATO (WHITE, IRISH, RED, RUSSET)",R14M00783,Washington,,No,,Easterday Farms Potatoes,Winco,"Visalia, CA",Retail,Basic Screening,LCMSMS,,0,,
22-Apr-14,SQUASH (ZUCCHINI),R14M00790,Mexico,"Hermosillo, So, Mexico",No,,Sonora Queen,Winco,"Visalia, Ca",Retail,Basic Screening,LCMSMS,,0,,
22-Apr-14,SQUASH (ZUCCHINI),R14M00790,Mexico,"Hermosillo, So, Mexico",No,,Sonora Queen,Winco,"Visalia, Ca",Retail,Basic Screening,GCMSMS,,0,,
22-Apr-14,TOMATO,R14M00791,Mexico,,No,T-110-C14,Garden Ripe,Winco,"Visalia, CA",Retail,Basic Screening,GCMSMS,CHLOROTHALONIL,0.33,5,0.03
22-Apr-14,TOMATO,R14M00791,Mexico,,No,T-110-C14,Garden Ripe,Winco,"Visalia, CA",Retail,Basic Screening,GCMSMS,CAPTAN,0.055,0.05,0.02
22-Apr-14,TOMATO,R14M00791,Mexico,,No,T-110-C14,Garden Ripe,Winco,"Visalia, CA",Retail,Basic Screening,LCMSMS,MANDIPROPAMID,0.022,1,0.01
22-Apr-14,PAPAYA,R14M00792,Mexico,,No,,Melissa's Sweet Juicy,Winco,"Visalia, CA",Retail,Basic Screening,GCMSMS,,0,,
22-Apr-14,PAPAYA,R14M00792,Mexico,,No,,Melissa's Sweet Juicy,Winco,"Visalia, CA",Retail,Basic Screening,LCMSMS,THIABENDAZOLE,0.51,5,0.01
22-Apr-14,PEPPERS (CHILI TYPE) (FLAVORING AND SPICE CROP),R14M00793,Mexico,,No,,Melissa's Chile Peppers,Winco,"Visalia, CA",Retail,Basic Screening,GCMSMS,,0,,
22-Apr-14,PEPPERS (CHILI TYPE) (FLAVORING AND SPICE CROP),R14M00793,Mexico,,No,,Melissa's Chile Peppers,Winco,"Visalia, CA",Retail,Basic Screening,LCMSMS,,0,,
22-Apr-14,PEAR,R14M00794,Washington,,No,,Independent,Winco,"Visalia, CA",Retail,Basic Screening,LCMSMS,PYRIMETHANIL,1.9,14,0.01
22-Apr-14,PEAR,R14M00794,Washington,,No,,Independent,Winco,"Visalia, CA",Retail,Basic Screening,LCMSMS,FLUDIOXONIL,0.18,5,0.02
22-Apr-14,PEAR,R14M00794,Washington,,No,,Independent,Winco,"Visalia, CA",Retail,Basic Screening,LCMSMS,ETOXAZOLE,0.012,0.2,0.01
22-Apr-14,PEAR,R14M00794,Washington,,No,,Independent,Winco,"Visalia, CA",Retail,Basic Screening,LCMSMS,CHLORANTRANILIPROLE,0.027,1.2,0.02
22-Apr-14,PEAR,R14M00794,Washington,,No,,Independent,Winco,"Visalia, CA",Retail,Basic Screening,GCMSMS,,0,,
22-Apr-14,PEAR,R14M00794,Washington,,No,,Independent,Winco,"Visalia, CA",Retail,Basic Screening,LCMSMS,CARBENDAZIM,0.05,3,0.01
25-Apr-14,ARROWROOT,2140592,China - mainland,,No,T-108-S14,Arrow Root (selected),"GKG International, Inc.",Baldwin Park,Wholesale,Special Testing,LCMSMS,PROCHLORAZ,0.15,NTE,0.02
25-Apr-14,ARROWROOT,2140592,China - mainland,,No,T-108-S14,Arrow Root (selected),"GKG International, Inc.",Baldwin Park,Wholesale,Special Testing,LCMSMS,CARBENDAZIM,0.15,NTE,0.01
25-Apr-14,"CILANTRO (CHINESE PARSLEY, CORIANDER LEAVES)",2140610,California,Oxnard,No,T-107-S14,Tierra Bella,3H Custom Farming,Oxnard,Field,Basic Screening,LCMSMS,CYROMAZINE,0,,0.01
28-Apr-14,STRAWBERRY (ALL OR UNSPEC),2140594,California,,No,,Wellness & Flavor,"Super A Foods, Inc.",Bell Gardens,Retail,Basic Screening,LCMSMS,HEXYTHIAZOX,0.011,6,0.01
28-Apr-14,STRAWBERRY (ALL OR UNSPEC),2140594,California,,No,,Wellness & Flavor,"Super A Foods, Inc.",Bell Gardens,Retail,Basic Screening,LCMSMS,PYRACLOSTROBIN,0.054,1.2,0.01
28-Apr-14,STRAWBERRY (ALL OR UNSPEC),2140594,California,,No,,Wellness & Flavor,"Super A Foods, Inc.",Bell Gardens,Retail,Basic Screening,Chlorinated Hydrocarbons,,0,,
28-Apr-14,STRAWBERRY (ALL OR UNSPEC),2140594,California,,No,,Wellness & Flavor,"Super A Foods, Inc.",Bell Gardens,Retail,Basic Screening,Organophosphates,,0,,
28-Apr-14,STRAWBERRY (ALL OR UNSPEC),2140594,California,,No,,Wellness & Flavor,"Super A Foods, Inc.",Bell Gardens,Retail,Basic Screening,LCMSMS,QUINOXYFEN,0.039,1,0.01
28-Apr-14,STRAWBERRY (ALL OR UNSPEC),2140594,California,,No,,Wellness & Flavor,"Super A Foods, Inc.",Bell Gardens,Retail,Basic Screening,LCMSMS,BOSCALID,0.29,4.5,0.01
28-Apr-14,"LETTUCE, LEAF (ALL OR UNSPEC)",2140595,California,,No,,Queen Victoria,Super A Foods Inc.,Bell Gardens,Retail,Basic Screening,LCMSMS,MALATHION,0.01,8,0.01
28-Apr-14,"LETTUCE, LEAF (ALL OR UNSPEC)",2140595,California,,No,,Queen Victoria,Super A Foods Inc.,Bell Gardens,Retail,Basic Screening,Organophosphates,,0,,
28-Apr-14,"LETTUCE, LEAF (ALL OR UNSPEC)",2140595,California,,No,,Queen Victoria,Super A Foods Inc.,Bell Gardens,Retail,Basic Screening,Chlorinated Hydrocarbons,PERMETHRIN,0.12,20,0.02
28-Apr-14,"LETTUCE, LEAF (ALL OR UNSPEC)",2140595,California,,No,,Queen Victoria,Super A Foods Inc.,Bell Gardens,Retail,Basic Screening,LCMSMS,FENAMIDONE,0.15,60,0.02
28-Apr-14,TOMATILLO,2140596,Mexico,,No,,Sali Frut,Super A Foods Inc.,Bell Gardens,Retail,Basic Screening,Organophosphates,,0,,
28-Apr-14,TOMATILLO,2140596,Mexico,,No,,Sali Frut,Super A Foods Inc.,Bell Gardens,Retail,Basic Screening,LCMSMS,AZOXYSTROBIN,0.059,0.2,0.01
28-Apr-14,TOMATILLO,2140596,Mexico,,No,,Sali Frut,Super A Foods Inc.,Bell Gardens,Retail,Basic Screening,Chlorinated Hydrocarbons,,0,,
28-Apr-14,NECTARINE,2140597,California,,No,,HMC Farms,Super A Foods Inc.,Bell Gardens,Retail,Basic Screening,Chlorinated Hydrocarbons,,0,,
28-Apr-14,NECTARINE,2140597,California,,No,,HMC Farms,Super A Foods Inc.,Bell Gardens,Retail,Basic Screening,LCMSMS,FENBUCONAZOLE,0.063,1,0.02
28-Apr-14,NECTARINE,2140597,California,,No,,HMC Farms,Super A Foods Inc.,Bell Gardens,Retail,Basic Screening,LCMSMS,FLUDIOXONIL,0.31,5,0.02
28-Apr-14,NECTARINE,2140597,California,,No,,HMC Farms,Super A Foods Inc.,Bell Gardens,Retail,Basic Screening,LCMSMS,INDOXACARB,0.055,0.9,0.02
28-Apr-14,NECTARINE,2140597,California,,No,,HMC Farms,Super A Foods Inc.,Bell Gardens,Retail,Basic Screening,LCMSMS,SPINOSAD,0.018,0.2,0.01
28-Apr-14,NECTARINE,2140597,California,,No,,HMC Farms,Super A Foods Inc.,Bell Gardens,Retail,Basic Screening,Organophosphates,,0,,
28-Apr-14,STRAWBERRY (ALL OR UNSPEC),2140598,California,Oxnard,No,,America Berry Farm,El Tapatio Markets,Bell Gardens,Retail,Basic Screening,Chlorinated Hydrocarbons,CAPTAN,18.5,20,0.02
28-Apr-14,STRAWBERRY (ALL OR UNSPEC),2140598,California,Oxnard,No,,America Berry Farm,El Tapatio Markets,Bell Gardens,Retail,Basic Screening,Organophosphates,,0,,
28-Apr-14,STRAWBERRY (ALL OR UNSPEC),2140598,California,Oxnard,No,,America Berry Farm,El Tapatio Markets,Bell Gardens,Retail,Basic Screening,LCMSMS,BIFENAZATE,0.031,1.5,0.01
28-Apr-14,STRAWBERRY (ALL OR UNSPEC),2140598,California,Oxnard,No,,America Berry Farm,El Tapatio Markets,Bell Gardens,Retail,Basic Screening,LCMSMS,CARBARYL,0.12,4,0.01
28-Apr-14,STRAWBERRY (ALL OR UNSPEC),2140598,California,Oxnard,No,,America Berry Farm,El Tapatio Markets,Bell Gardens,Retail,Basic Screening,LCMSMS,MALATHION,0.044,8,0.01
28-Apr-14,PEACH,2140599,California,,No,,Kingsburg Maiden,El Tapatio Markets,Bell Gardens,Retail,Basic Screening,LCMSMS,FLUDIOXONIL,0.73,5,0.02
28-Apr-14,PEACH,2140599,California,,No,,Kingsburg Maiden,El Tapatio Markets,Bell Gardens,Retail,Basic Screening,Chlorinated Hydrocarbons,,0,,
28-Apr-14,PEACH,2140599,California,,No,,Kingsburg Maiden,El Tapatio Markets,Bell Gardens,Retail,Basic Screening,Organophosphates,,0,,
28-Apr-14,"BEETS, TABLE, RED, OR GARDEN (ROOT CROP)",2140600,California,,No,,Pacific Fresh,El Tapatio Markets,Bell Gardens,Retail,Basic Screening,Chlorinated Hydrocarbons,,0,,
28-Apr-14,"BEETS, TABLE, RED, OR GARDEN (ROOT CROP)",2140600,California,,No,,Pacific Fresh,El Tapatio Markets,Bell Gardens,Retail,Basic Screening,LCMSMS,PYRACLOSTROBIN,0.015,0.4,0.01
28-Apr-14,"BEETS, TABLE, RED, OR GARDEN (ROOT CROP)",2140600,California,,No,,Pacific Fresh,El Tapatio Markets,Bell Gardens,Retail,Basic Screening,Organophosphates,,0,,
28-Apr-14,"BEETS, TABLE, RED, OR GARDEN (ROOT CROP)",2140600,California,,No,,Pacific Fresh,El Tapatio Markets,Bell Gardens,Retail,Basic Screening,LCMSMS,BOSCALID,0.018,0.1,0.01
28-Apr-14,"BEETS, TABLE, RED, OR GARDEN (ROOT CROP)",2140600,California,,No,,Pacific Fresh,El Tapatio Markets,Bell Gardens,Retail,Basic Screening,LCMSMS,METHOXYFENOZIDE,0.015,0.9,0.01
28-Apr-14,AVOCADO (SUBTROPICAL AND TROPICAL FRUIT),2140601,California,,No,,West Pak,West Pak Avocado,Murrieta,Wholesale,Basic Screening,LCMSMS,,0,,
